#,RA,Dec,image_nb,ccd,X,Y,CaHK_uncalib,d_CaHK,flag,Xg,Yg,run,FOV_corr,CaHK_calib
250.80529167,44.49973889,2654,1,725.67,3827.07,27.976,0.048,0,1322.3,3827.1,,17Am05,,
250.87879167,44.61871111,2654,1,1761.97,1493.4,27.978,0.047,0,286.0,1493.4,,17Am05,,
250.87939583,44.67438333,2654,1,1777.12,401.08,27.979,0.047,0,270.9,401.1,,17Am05,,
250.81738333,44.50145278,2654,1,894.49,3792.02,27.982,0.048,0,1153.5,3792.0,,17Am05,,
250.7848125,44.65530278,2654,1,455.08,792.97,27.983,0.048,0,1592.9,793.0,,17Am05,,
250.84829167,44.58324722,2654,1,1332.06,2192.65,27.986,0.048,0,715.9,2192.6,,17Am05,,
250.86922083,44.67429167,2654,1,1634.67,404.91,27.99,0.048,0,413.3,404.9,,17Am05,,
250.77605833,44.49076944,2654,1,318.32,4005.16,27.996,0.048,0,1729.7,4005.2,,17Am05,,
250.89707083,44.49151111,2654,1,2007.0,3973.89,28.005,0.049,0,41.0,3973.9,,17Am05,,
250.88322083,44.52181111,2654,1,1815.16,3385.9,28.013,0.049,0,232.8,3385.9,,17Am05,,
250.80623333,44.51088889,2654,1,739.74,3609.88,28.013,0.049,0,1308.3,3609.9,,17Am05,,
250.7626625,44.54830278,2654,1,135.85,2887.13,28.014,0.049,0,1912.2,2887.1,,17Am05,,
250.77636667,44.49195833,2654,1,322.58,3981.97,28.015,0.049,0,1725.4,3982.0,,17Am05,,
250.85621667,44.49870278,2654,1,1436.45,3840.16,28.017,0.049,0,611.6,3840.2,,17Am05,,
250.81370417,44.54822778,2654,1,846.5,2881.55,28.018,0.049,-1,1201.5,2881.6,,17Am05,,
250.8602875,44.46681389,2654,1,1491.18,4460.04,28.019,0.049,0,556.8,4460.0,,17Am05,,
250.82587917,44.575625,2654,1,1018.77,2345.14,28.023,0.049,1,1029.2,2345.1,,17Am05,,
250.87874167,44.54404444,2654,1,1754.17,2952.96,28.025,0.049,0,293.8,2953.0,,17Am05,,
250.83489583,44.54764722,2654,1,1142.1,2889.73,28.028,0.049,0,905.9,2889.7,,17Am05,,
250.818425,44.54499444,2654,1,912.12,2943.82,28.029,0.049,0,1135.9,2943.8,,17Am05,,
250.78575833,44.63221389,2654,1,465.71,1245.09,28.032,0.049,-1,1582.3,1245.1,,17Am05,,
250.79319583,44.58316111,2654,1,564.1,2202.99,28.033,0.05,0,1483.9,2203.0,,17Am05,,
250.85413333,44.66439167,2654,1,1422.71,602.27,28.034,0.049,0,625.3,602.3,,17Am05,,
250.7799,44.55291111,2654,1,376.13,2795.04,28.036,0.05,0,1671.9,2795.0,,17Am05,,
250.7884125,44.6228,2654,1,501.56,1428.99,28.038,0.05,0,1546.4,1429.0,,17Am05,,
250.8567375,44.57570833,2654,1,1449.6,2338.53,28.04,0.05,1,598.4,2338.5,,17Am05,,
250.80227917,44.58924444,2654,1,691.03,2082.85,28.044,0.05,0,1357.0,2082.9,,17Am05,,
250.8541,44.68370556,2654,1,1424.86,222.91,28.05,0.05,0,623.1,222.9,,17Am05,,
250.7912125,44.54619722,2654,1,533.05,2924.37,28.05,0.05,0,1514.9,2924.4,,17Am05,,
250.89366667,44.58291111,2654,1,1966.13,2191.22,28.058,0.05,1,81.9,2191.2,,17Am05,,
250.8039375,44.57714444,2654,1,713.1,2318.9,28.059,0.051,0,1334.9,2318.9,,17Am05,,
250.8481125,44.51283889,2654,1,1324.06,3566.03,28.062,0.051,0,723.9,3566.0,,17Am05,,
250.78977917,44.52666111,2654,1,511.74,3305.1,28.072,0.051,0,1536.3,3305.1,,17Am05,,
250.8472,44.48576389,2654,1,1309.79,4093.21,28.076,0.051,0,738.2,4093.2,,17Am05,,
250.75569583,44.54965833,2654,1,39.06,2861.67,28.08,0.052,0,2008.9,2861.7,,17Am05,,
250.80135,44.65710833,2654,1,685.53,754.84,28.082,0.051,0,1362.5,754.8,,17Am05,,
250.85887083,44.52246944,2654,1,1475.03,3376.81,28.083,0.051,0,573.0,3376.8,,17Am05,,
250.79661667,44.47496111,2654,1,603.5,4309.89,28.084,0.052,0,1444.5,4309.9,,17Am05,,
250.83885,44.62553056,2654,1,1204.88,1367.15,28.084,0.051,0,843.1,1367.2,,17Am05,,
250.75434583,44.54590278,2654,1,20.13,2934.98,28.087,0.052,0,2027.9,2935.0,,17Am05,,
250.83116667,44.49767778,2654,1,1086.68,3863.65,28.089,0.052,0,961.3,3863.6,,17Am05,,
250.83989167,44.45972222,2654,1,1206.22,4600.54,28.092,0.052,-1,841.8,4600.5,,17Am05,,
250.85429583,44.53804722,2654,1,1412.08,3073.87,28.093,0.052,0,635.9,3073.9,,17Am05,,
250.8904625,44.543025,2654,1,1917.97,2970.89,28.095,0.052,0,130.0,2970.9,,17Am05,,
250.7738125,44.692925,2654,1,306.57,56.44,28.095,0.052,-1,1741.4,56.4,,17Am05,,
250.83258333,44.56369722,2654,1,1111.06,2576.92,28.096,0.052,0,936.9,2576.9,,17Am05,,
250.86873333,44.52546111,2654,1,1613.02,3317.07,28.107,0.052,0,435.0,3317.1,,17Am05,,
250.76549583,44.53825,2654,1,174.56,3082.58,28.108,0.053,0,1873.4,3082.6,,17Am05,,
250.8727875,44.559575,2654,1,1672.2,2650.83,28.113,0.053,0,375.8,2650.8,,17Am05,,
250.8599125,44.61332778,2654,1,1497.61,1602.26,28.116,0.053,1,550.4,1602.3,,17Am05,,
250.88527083,44.62777222,2654,1,1853.51,1314.59,28.117,0.052,1,194.5,1314.6,,17Am05,,
250.89667917,44.60390556,2654,1,2010.26,1779.88,28.121,0.053,0,37.7,1779.9,,17Am05,,
250.87988333,44.67269444,2654,1,1783.77,434.09,28.124,0.053,0,264.2,434.1,,17Am05,,
250.82669167,44.62977778,2654,1,1035.75,1286.07,28.135,0.053,0,1012.2,1286.1,,17Am05,,
250.78139583,44.67685,2654,1,410.21,370.9,28.139,0.053,0,1637.8,370.9,,17Am05,,
250.80644583,44.51659167,2654,1,743.18,3498.83,28.141,0.054,-1,1304.8,3498.8,,17Am05,,
250.77939583,44.67645833,2654,1,382.39,378.84,28.148,0.054,0,1665.6,378.8,,17Am05,,
250.86684583,44.60005278,2654,1,1593.16,1860.8,28.149,0.054,0,454.8,1860.8,,17Am05,,
250.7761875,44.54965833,2654,1,324.14,2858.98,28.149,0.054,0,1723.9,2859.0,,17Am05,,
250.80154583,44.51240833,2654,1,674.74,3581.01,28.149,0.054,0,1373.3,3581.0,,17Am05,,
250.79592917,44.56948889,2654,1,600.89,2469.41,28.152,0.054,-1,1447.1,2469.4,,17Am05,,
250.80529167,44.56385556,2654,1,730.55,2578.02,28.154,0.054,0,1317.4,2578.0,,17Am05,,
250.8768875,44.51451944,2654,1,1726.05,3529.0,28.155,0.054,0,321.9,3529.0,,17Am05,,
250.76754583,44.60465278,2654,1,209.11,1786.95,28.156,0.054,0,1838.9,1786.9,,17Am05,,
250.86149167,44.68520833,2654,1,1528.1,191.92,28.159,0.054,0,519.9,191.9,,17Am05,,
250.89513333,44.49096389,2654,1,1979.83,3984.93,28.161,0.055,0,68.2,3984.9,,17Am05,,
250.8588375,44.64475556,2654,1,1485.91,986.72,28.165,0.054,1,562.1,986.7,,17Am05,,
250.83935417,44.46839444,2654,1,1199.02,4432.02,28.168,0.055,0,849.0,4432.0,,17Am05,,
250.8969875,44.49579444,2654,1,2006.1,3890.57,28.175,0.055,0,41.9,3890.6,,17Am05,,
250.8181,44.64178333,2654,1,917.12,1052.26,28.177,0.055,0,1130.9,1052.3,,17Am05,,
250.86712083,44.54716944,2654,1,1592.15,2893.93,28.185,0.056,0,455.8,2893.9,,17Am05,,
250.78369167,44.65128889,2654,1,439.0,871.74,28.186,0.055,0,1609.0,871.7,,17Am05,,
250.85553333,44.68241667,2654,1,1444.91,247.92,28.194,0.055,0,603.1,247.9,,17Am05,,
250.86727083,44.49181389,2654,1,1590.23,3972.56,28.198,0.056,0,457.8,3972.6,,17Am05,,
250.83061667,44.63793333,2654,1,1091.18,1125.58,28.202,0.056,0,956.8,1125.6,,17Am05,,
250.85789583,44.48713889,2654,1,1459.04,4064.94,28.202,0.056,0,589.0,4064.9,,17Am05,,
250.84147083,44.66385,2654,1,1246.04,615.34,28.203,0.056,0,802.0,615.3,,17Am05,,
250.79098333,44.47210833,2654,1,524.94,4365.97,28.205,0.057,0,1523.1,4366.0,,17Am05,,
250.89054167,44.515025,2654,1,1917.09,3516.95,28.207,0.057,0,130.9,3516.9,,17Am05,,
250.8525375,44.48967778,2654,1,1384.4,4016.26,28.208,0.057,-1,663.6,4016.3,,17Am05,,
250.86140833,44.61139444,2654,1,1518.01,1639.89,28.217,0.057,0,530.0,1639.9,,17Am05,,
250.8194,44.59299167,2654,1,930.14,2006.95,28.22,0.057,0,1117.9,2006.9,,17Am05,,
250.86349167,44.52417222,2654,1,1539.65,3342.93,28.221,0.057,0,508.3,3342.9,,17Am05,,
250.77674167,44.61292222,2654,1,338.09,1623.95,28.221,0.057,-1,1709.9,1623.9,,17Am05,,
250.858025,44.46942778,2654,1,1460.01,4409.45,28.221,0.057,0,588.0,4409.5,,17Am05,,
250.78559583,44.48047778,2654,1,450.45,4203.96,28.223,0.058,0,1597.6,4204.0,,17Am05,,
250.76967917,44.58651111,2654,1,236.96,2140.97,28.23,0.058,0,1811.0,2141.0,,17Am05,,
250.75649583,44.63142222,2654,1,58.43,1265.07,28.234,0.058,0,1989.6,1265.1,,17Am05,,
250.79142083,44.54749167,2654,1,536.2,2899.07,28.235,0.058,0,1511.8,2899.1,,17Am05,,
250.79995,44.53224444,2654,1,653.73,3195.09,28.249,0.059,0,1394.3,3195.1,,17Am05,,
250.8174,44.60856389,2654,1,903.92,1702.81,28.25,0.058,0,1144.1,1702.8,,17Am05,,
250.84035,44.50239167,2654,1,1215.07,3770.63,28.253,0.059,-1,832.9,3770.6,,17Am05,,
250.830875,44.55901111,2654,1,1087.03,2668.66,28.259,0.059,0,961.0,2668.7,,17Am05,,
250.870525,44.52635,2654,1,1637.9,3299.39,28.259,0.059,0,410.1,3299.4,,17Am05,,
250.88466667,44.66959167,2654,1,1850.22,494.05,28.259,0.058,-1,197.8,494.0,,17Am05,,
250.81554167,44.69135,2654,1,887.95,80.09,28.259,0.058,0,1160.1,80.1,,17Am05,,
250.84651667,44.46275278,2654,1,1299.05,4540.79,28.267,0.059,0,748.9,4540.8,,17Am05,,
250.84080417,44.57546389,2654,1,1226.85,2345.85,28.279,0.06,0,821.2,2345.9,,17Am05,,
250.8841,44.50147222,2654,1,1826.06,3782.04,28.284,0.06,0,221.9,3782.0,,17Am05,,
250.80275,44.677725,2654,1,707.92,350.05,28.293,0.06,0,1340.1,350.0,,17Am05,,
250.75835,44.60465833,2654,1,81.03,1788.25,28.295,0.061,0,1967.0,1788.2,,17Am05,,
250.8835625,44.49305,2654,1,1817.92,3946.06,28.295,0.061,0,230.1,3946.1,,17Am05,,
250.85599167,44.49891389,2654,1,1433.03,3835.98,28.296,0.061,0,615.0,3836.0,,17Am05,,
250.7547375,44.59385833,2654,1,29.79,1999.6,28.327,0.062,0,2018.2,1999.6,,17Am05,,
250.784375,44.48913611,2654,1,433.85,4035.78,28.327,0.062,0,1614.2,4035.8,,17Am05,,
250.842725,44.60851111,2654,1,1257.18,1699.56,28.328,0.062,0,790.8,1699.6,,17Am05,,
250.844875,44.49766111,2654,1,1277.69,3862.0,28.329,0.062,0,770.3,3862.0,,17Am05,,
250.79585,44.48059444,2654,1,593.16,4200.5,28.339,0.063,0,1454.8,4200.5,,17Am05,,
250.863475,44.62094167,2654,1,1548.05,1452.52,28.34,0.062,0,499.9,1452.5,,17Am05,,
250.84059167,44.47325556,2654,1,1216.81,4337.38,28.35,0.063,0,831.2,4337.4,,17Am05,,
250.85584167,44.68246111,2654,1,1449.11,247.05,28.351,0.063,0,598.9,247.1,,17Am05,,
250.83475,44.50296111,2654,1,1136.95,3760.33,28.361,0.064,0,911.1,3760.3,,17Am05,,
250.8515625,44.59486111,2654,1,1378.96,1965.06,28.361,0.064,0,669.0,1965.1,,17Am05,,
250.833625,44.652375,2654,1,1135.2,841.97,28.372,0.064,0,912.8,842.0,,17Am05,,
250.81871667,44.48417222,2654,1,912.1,4128.0,28.378,0.065,0,1135.9,4128.0,,17Am05,,
250.80976667,44.62599444,2654,1,799.17,1363.07,28.38,0.064,0,1248.8,1363.1,,17Am05,,
250.79085417,44.59881111,2654,1,532.91,1897.63,28.381,0.065,0,1515.1,1897.6,,17Am05,,
250.83844583,44.53939722,2654,1,1191.0,3050.06,28.386,0.065,0,857.0,3050.1,,17Am05,,
250.89303333,44.53450556,2654,1,1953.24,3136.65,28.39,0.065,0,94.8,3136.6,,17Am05,,
250.76536667,44.66086667,2654,1,185.0,687.04,28.392,0.065,0,1863.0,687.0,,17Am05,,
250.88912917,44.64266111,2654,1,1909.12,1021.88,28.394,0.065,0,138.9,1021.9,,17Am05,,
250.7974125,44.46497778,2654,1,614.0,4503.61,28.394,0.066,0,1434.0,4503.6,,17Am05,,
250.83860833,44.496675,2654,1,1190.31,3882.11,28.398,0.066,0,857.7,3882.1,,17Am05,,
250.82280417,44.62945278,2654,1,981.23,1293.12,28.402,0.066,0,1066.8,1293.1,,17Am05,,
250.85345,44.54788333,2654,1,1401.03,2882.21,28.407,0.066,0,647.0,2882.2,,17Am05,,
250.84150417,44.618975,2654,1,1241.14,1494.97,28.408,0.066,0,806.9,1495.0,,17Am05,,
250.82785,44.51566111,2654,1,1041.36,3514.1,28.41,0.066,0,1006.6,3514.1,,17Am05,,
250.857325,44.54483611,2654,1,1454.96,2941.02,28.411,0.066,0,593.0,2941.0,,17Am05,,
250.814925,44.63951389,2654,1,872.68,1097.38,28.412,0.066,0,1175.3,1097.4,,17Am05,,
250.8905125,44.50368889,2654,1,1915.99,3737.87,28.414,0.066,0,132.0,3737.9,,17Am05,,
250.85553333,44.61682222,2654,1,1436.94,1534.62,28.416,0.066,0,611.1,1534.6,,17Am05,,
250.80488333,44.51423611,2654,1,721.31,3544.93,28.42,0.067,0,1326.7,3544.9,,17Am05,,
250.81025417,44.60810278,2654,1,804.1,1712.97,28.422,0.067,0,1243.9,1713.0,,17Am05,,
250.82934583,44.59222222,2654,1,1068.75,2020.4,28.424,0.067,0,979.2,2020.4,,17Am05,,
250.89445,44.67453611,2654,1,1987.68,394.89,28.427,0.066,-1,60.3,394.9,,17Am05,,
250.7675625,44.67754444,2654,1,217.86,359.56,28.442,0.068,0,1830.1,359.6,,17Am05,,
250.81652083,44.65450556,2654,1,896.55,803.16,28.445,0.068,-1,1151.4,803.2,,17Am05,,
250.88775833,44.48218333,2654,1,1876.16,4156.99,28.455,0.069,0,171.8,4157.0,,17Am05,,
250.75782917,44.49850278,2654,1,64.86,3856.86,28.455,0.069,0,1983.1,3856.9,,17Am05,,
250.8660625,44.46131389,2654,1,1571.85,4566.03,28.457,0.069,0,476.2,4566.0,,17Am05,,
250.7696125,44.58559444,2654,1,236.11,2158.96,28.459,0.069,0,1811.9,2159.0,,17Am05,,
250.865575,44.47921389,2654,1,1565.86,4218.05,28.46,0.069,0,482.1,4218.0,,17Am05,,
250.77687083,44.66980556,2654,1,346.18,509.87,28.465,0.069,0,1701.8,509.9,,17Am05,,
250.89534583,44.61347778,2654,1,1992.93,1592.77,28.465,0.069,0,55.1,1592.8,,17Am05,,
250.79585,44.65164167,2654,1,608.36,862.97,28.475,0.069,0,1439.6,863.0,,17Am05,,
250.85222917,44.63541667,2654,1,1392.48,1170.99,28.478,0.069,0,655.5,1171.0,,17Am05,,
250.786425,44.50988611,2654,1,463.74,3632.05,28.481,0.07,0,1584.3,3632.1,,17Am05,,
250.8647625,44.503675,2654,1,1555.83,3742.06,28.486,0.07,0,492.2,3742.1,,17Am05,,
250.80831667,44.58591111,2654,1,774.84,2147.04,28.489,0.07,0,1273.2,2147.0,,17Am05,,
250.8470875,44.62806944,2654,1,1319.94,1315.9,28.495,0.07,0,728.1,1315.9,,17Am05,,
250.77845,44.62541667,2654,1,363.02,1379.3,28.495,0.071,0,1685.0,1379.3,,17Am05,,
250.8591,44.49135833,2654,1,1476.08,3982.71,28.496,0.071,0,571.9,3982.7,,17Am05,,
250.80812083,44.63222778,2654,1,777.02,1241.29,28.499,0.071,0,1271.0,1241.3,,17Am05,,
250.83935417,44.62517778,2654,1,1211.7,1373.96,28.5,0.071,0,836.3,1374.0,,17Am05,,
250.84303333,44.49732222,2654,1,1252.12,3868.9,28.521,0.072,0,795.9,3868.9,,17Am05,,
250.87988333,44.67499167,2654,1,1784.08,388.99,28.53,0.072,0,263.9,389.0,,17Am05,,
250.84313333,44.49398056,2654,1,1253.06,3933.92,28.54,0.074,0,794.9,3933.9,,17Am05,,
250.81689583,44.51086667,2654,1,888.26,3608.85,28.546,0.074,0,1159.7,3608.9,,17Am05,,
250.88727083,44.51061111,2654,1,1870.95,3603.5,28.548,0.074,0,177.1,3603.5,,17Am05,,
250.8487625,44.58245278,2654,1,1338.85,2207.98,28.553,0.074,0,709.2,2208.0,,17Am05,,
250.83662083,44.51970556,2654,1,1164.0,3434.01,28.554,0.074,0,884.0,3434.0,,17Am05,,
250.8442875,44.644675,2654,1,1282.97,990.92,28.564,0.074,0,765.0,990.9,,17Am05,,
250.844775,44.58080278,2654,1,1283.02,2240.96,28.573,0.075,0,765.0,2241.0,,17Am05,,
250.81675,44.68925278,2654,1,904.43,120.97,28.577,0.075,0,1143.6,121.0,,17Am05,,
250.85789583,44.62638333,2654,1,1470.81,1346.98,28.591,0.076,0,577.2,1347.0,,17Am05,,
250.78224167,44.56617222,2654,1,409.99,2536.1,28.602,0.077,0,1638.0,2536.1,,17Am05,,
250.80402083,44.4842,2654,1,707.2,4129.34,28.602,0.077,-1,1340.8,4129.3,,17Am05,,
250.81318333,44.65699167,2654,1,850.39,755.05,28.608,0.077,0,1197.6,755.0,,17Am05,,
250.78110417,44.54181944,2654,1,391.95,3011.02,28.615,0.078,0,1656.1,3011.0,,17Am05,,
250.849675,44.57952222,2654,1,1351.16,2265.14,28.626,0.078,0,696.8,2265.1,,17Am05,,
250.8470875,44.68646389,2654,1,1327.19,170.06,28.633,0.078,0,720.8,170.1,,17Am05,,
250.79749167,44.62380278,2654,1,628.0,1407.91,28.661,0.08,1,1420.0,1407.9,,17Am05,,
250.89222083,44.64799167,2654,1,1952.95,916.7,28.666,0.08,0,95.1,916.7,,17Am05,,
250.89856667,44.53841944,2654,1,2030.74,3059.39,28.667,0.081,-1,17.3,3059.4,,17Am05,,
250.77765417,44.61766944,2654,1,351.15,1530.97,28.675,0.081,0,1696.8,1531.0,,17Am05,,
250.83320417,44.51275278,2654,1,1115.87,3569.92,28.676,0.082,0,932.1,3569.9,,17Am05,,
250.86728333,44.52851944,2654,1,1593.01,3257.62,28.709,0.084,0,455.0,3257.6,,17Am05,,
250.8077625,44.60203611,2654,1,768.82,1831.99,28.711,0.084,0,1279.2,1832.0,,17Am05,,
250.769725,44.51954444,2654,1,232.05,3446.24,28.716,0.085,1,1815.9,3446.2,,17Am05,,
250.75297917,44.57658333,2654,1,3.82,2337.07,28.721,0.085,1,2044.2,2337.1,,17Am05,,
250.806575,44.50538611,2654,1,743.94,3716.91,28.723,0.085,0,1304.1,3716.9,,17Am05,,
250.80605417,44.48337222,2654,1,735.33,4145.17,28.729,0.086,-1,1312.7,4145.2,,17Am05,,
250.81914167,44.58705,2654,1,926.14,2123.04,28.74,0.086,-1,1121.9,2123.0,,17Am05,,
250.89879583,44.61348056,2654,1,2041.09,1591.98,28.743,0.085,0,6.9,1592.0,,17Am05,,
250.88170417,44.52468333,2654,1,1794.35,3330.07,28.768,0.088,0,253.7,3330.1,,17Am05,,
250.86484167,44.55671389,2654,1,1560.88,2708.02,28.772,0.088,0,487.1,2708.0,,17Am05,,
250.83730417,44.68516389,2654,1,1190.49,197.43,28.776,0.088,-1,857.5,197.4,,17Am05,,
250.87557083,44.57818611,2654,1,1712.81,2286.76,28.79,0.089,1,335.2,2286.8,,17Am05,,
250.82845,44.55675833,2654,1,1052.92,2712.96,28.812,0.091,0,995.1,2713.0,,17Am05,,
250.85216667,44.50381111,2654,1,1379.92,3741.29,28.831,0.093,-1,668.1,3741.3,,17Am05,,
250.89375,44.58526389,2654,1,1967.5,2145.08,28.834,0.092,1,80.5,2145.1,,17Am05,,
250.86787083,44.47066389,2654,1,1597.49,4384.04,28.839,0.093,0,450.5,4384.0,,17Am05,,
250.83670417,44.49166111,2654,1,1163.31,3979.96,28.861,0.095,0,884.7,3980.0,,17Am05,,
250.77862917,44.62085,2654,1,365.18,1468.64,28.866,0.095,0,1682.8,1468.6,,17Am05,,
250.84399583,44.60168056,2654,1,1274.01,1832.93,28.883,0.096,0,774.0,1832.9,,17Am05,,
250.780875,44.68506111,2654,1,404.04,209.78,28.899,0.097,1,1644.0,209.8,,17Am05,,
250.77124167,44.57087222,2654,1,257.17,2445.99,28.907,0.098,0,1790.8,2446.0,,17Am05,,
250.88622917,44.47361944,2654,1,1854.32,4323.88,28.922,0.1,1,193.7,4323.9,,17Am05,,
250.80805833,44.66284167,2654,1,779.89,641.12,28.931,0.099,-1,1268.1,641.1,,17Am05,,
250.88123333,44.57739167,2654,1,1791.78,2301.33,28.933,0.1,1,256.2,2301.3,,17Am05,,
250.88881667,44.57648056,2654,1,1897.9,2317.83,28.942,0.101,1,150.1,2317.8,,17Am05,,
250.89095,44.579475,2654,1,1927.98,2258.88,28.97,0.103,1,120.0,2258.9,,17Am05,,
250.8969875,44.57844722,2654,1,2012.34,2277.98,29.012,0.106,1,35.7,2278.0,,17Am05,,
250.88810417,44.54348056,2654,1,1884.76,2962.39,29.054,0.11,1,163.2,2962.4,,17Am05,,
250.88159167,44.46758333,2654,1,1789.08,4442.05,29.07,0.112,0,258.9,4442.0,,17Am05,,
250.8921375,44.58037222,2654,1,1944.49,2241.12,29.079,0.112,1,103.5,2241.1,,17Am05,,
250.89368333,44.57132778,2654,1,1965.44,2417.68,29.097,0.114,1,82.6,2417.7,,17Am05,,
250.89335833,44.57135833,2654,1,1960.86,2417.06,29.113,0.115,1,87.1,2417.1,,17Am05,,
250.89366667,44.57103611,2654,1,1965.03,2423.34,29.119,0.116,1,83.0,2423.3,,17Am05,,
250.88969583,44.57506111,2654,1,1909.99,2345.44,29.144,0.118,1,138.0,2345.4,,17Am05,,
250.88947083,44.575725,2654,1,1906.61,2332.52,29.163,0.12,1,141.4,2332.5,,17Am05,,
250.84339167,44.64950833,2654,1,1270.96,896.29,29.17,0.12,-1,777.0,896.3,,17Am05,,
250.8894875,44.57604722,2654,1,1907.03,2326.21,29.175,0.121,1,141.0,2326.2,,17Am05,,
250.88985833,44.57793889,2654,1,1912.55,2289.1,29.175,0.121,1,135.4,2289.1,,17Am05,,
250.89012083,44.57795,2654,1,1916.37,2288.81,29.178,0.122,1,131.6,2288.8,,17Am05,,
250.81155417,44.55081944,2654,1,817.01,2831.26,29.182,0.123,0,1231.0,2831.3,,17Am05,,
250.89376667,44.58636667,2654,1,1967.99,2123.6,29.198,0.123,1,80.0,2123.6,,17Am05,,
250.89679167,44.575525,2654,1,2009.39,2335.0,29.2,0.124,1,38.6,2335.0,,17Am05,,
250.78872083,44.64949722,2654,1,508.79,906.18,29.203,0.124,-1,1539.2,906.2,,17Am05,,
250.85165833,44.61366667,2654,1,1382.43,1597.09,29.281,0.132,-2,665.6,1597.1,,17Am05,,
250.89381667,44.58660556,2654,1,1968.78,2118.92,29.283,0.132,1,79.2,2118.9,,17Am05,,
250.8612,44.57217778,2654,1,1511.47,2406.64,29.288,0.133,-2,536.5,2406.6,,17Am05,,
250.89327917,44.58251389,2654,1,1960.74,2199.04,29.302,0.134,1,87.3,2199.0,,17Am05,,
250.87609167,44.69007778,2654,1,1733.04,93.06,29.323,0.136,1,315.0,93.1,,17Am05,,
250.867025,44.59278611,2654,1,1594.72,2002.87,29.373,0.142,0,453.3,2002.9,,17Am05,,
250.8851875,44.47577778,2654,1,1839.91,4282.03,29.43,0.15,0,208.1,4282.0,,17Am05,,
250.61752917,44.54191389,2654,2,239.57,3024.14,20.644,0.001,-1,3926.4,3024.1,,17Am05,,
250.747575,44.4968,2654,2,2039.49,3888.75,20.971,0.001,-9,2126.5,3888.8,,17Am05,,
250.74607917,44.60788611,2654,2,2027.39,1724.97,21.705,0.002,-1,2138.6,1725.0,,17Am05,,
250.71080833,44.46982222,2654,2,1527.23,4416.26,22.197,0.002,-1,2638.8,4416.3,,17Am05,,
250.7194,44.53355833,2654,2,1650.75,3177.11,22.475,0.002,-1,2515.2,3177.1,,17Am05,,
250.60589167,44.47866667,2654,2,74.07,4252.87,22.75,0.003,-1,4091.9,4252.9,,17Am05,,
250.69570417,44.48269167,2654,2,1318.32,4167.87,22.802,0.003,0,2847.7,4167.9,,17Am05,,
250.7379875,44.48071111,2654,2,1905.31,4202.2,22.938,0.003,-1,2260.7,4202.2,,17Am05,,
250.66463333,44.52916667,2654,2,890.75,3267.98,23.216,0.003,-1,3275.2,3268.0,,17Am05,,
250.63919167,44.56864444,2654,2,541.61,2502.29,23.539,0.004,-1,3624.4,2502.3,,17Am05,,
250.63322083,44.57855,2654,2,459.64,2309.87,23.807,0.004,-1,3706.4,2309.9,,17Am05,,
250.65599167,44.471875,2654,2,767.35,4381.0,24.136,0.005,-1,3398.6,4381.0,,17Am05,,
250.60095833,44.58936944,2654,2,14.18,2101.85,24.391,0.006,-1,4151.8,2101.9,,17Am05,,
250.7153,44.48071111,2654,2,1590.41,4204.4,24.441,0.006,-1,2575.6,4204.4,,17Am05,,
250.664975,44.52918056,2654,2,895.3,3267.67,24.496,0.006,1,3270.7,3267.7,,17Am05,,
250.62485417,44.56686944,2654,2,342.92,2538.02,24.542,0.006,-1,3823.1,2538.0,,17Am05,,
250.64852083,44.50875556,2654,2,666.0,3665.96,24.589,0.006,-1,3500.0,3666.0,,17Am05,,
250.60014583,44.68135556,2654,2,12.54,304.9,24.6,0.006,-1,4153.5,304.9,,17Am05,,
250.66197917,44.49335833,2654,2,851.57,3963.69,24.69,0.007,-1,3314.4,3963.7,,17Am05,,
250.628775,44.67949167,2654,2,408.55,338.55,24.82,0.007,0,3757.4,338.5,,17Am05,,
250.63245417,44.50962222,2654,2,443.62,3650.34,24.842,0.007,0,3722.4,3650.3,,17Am05,,
250.67638333,44.47649722,2654,2,1050.09,4289.78,24.857,0.007,0,3115.9,4289.8,,17Am05,,
250.66900833,44.64121667,2654,2,961.37,1083.2,24.87,0.007,0,3204.6,1083.2,,17Am05,,
250.65637917,44.46710833,2654,2,772.38,4473.43,24.88,0.007,0,3393.6,4473.4,,17Am05,,
250.71710417,44.47056389,2654,2,1614.88,4401.25,24.921,0.007,0,2551.1,4401.2,,17Am05,,
250.67493333,44.52799167,2654,2,1033.4,3289.95,24.954,0.007,0,3132.6,3289.9,,17Am05,,
250.64362083,44.50139444,2654,2,597.77,3809.26,25.078,0.008,-1,3568.2,3809.3,,17Am05,,
250.66671667,44.68128889,2654,2,934.01,298.96,25.104,0.008,0,3232.0,299.0,,17Am05,,
250.63116667,44.61911389,2654,2,435.04,1519.02,25.115,0.008,-1,3731.0,1519.0,,17Am05,,
250.70078333,44.53336389,2654,2,1392.18,3182.91,25.12,0.008,-1,2773.8,3182.9,,17Am05,,
250.62841667,44.54018333,2654,2,389.91,3056.97,25.137,0.008,0,3776.1,3057.0,,17Am05,,
250.706625,44.54751389,2654,2,1474.37,2906.97,25.199,0.008,0,2691.6,2907.0,,17Am05,,
250.68867083,44.69211389,2654,2,1239.85,83.87,25.205,0.008,0,2926.1,83.9,,17Am05,,
