#,RA,Dec,image_nb,ccd,X,Y,CaHK_uncalib,d_CaHK,flag,Xg,Yg,run,FOV_corr,CaHK_calib
250.79405833,44.66787222,2654,1,585.24,544.86,27.206,0.027,0,1462.8,544.9,,17Am05,,
250.78686667,44.65027222,2654,1,483.01,891.2,27.212,0.027,0,1565.0,891.2,,17Am05,,
250.81860417,44.47784722,2654,1,910.22,4251.04,27.212,0.028,0,1137.8,4251.0,,17Am05,,
250.75929167,44.63983611,2654,1,98.14,1100.0,27.215,0.027,0,1949.9,1100.0,,17Am05,,
250.869825,44.54375833,2654,1,1629.29,2959.98,27.218,0.028,0,418.7,2960.0,,17Am05,,
250.80574583,44.51919722,2654,1,733.46,3448.26,27.221,0.028,-1,1314.5,3448.3,,17Am05,,
250.7921875,44.49483611,2654,1,543.03,3924.16,27.229,0.028,0,1505.0,3924.2,,17Am05,,
250.87335417,44.68381111,2654,1,1693.98,216.9,27.229,0.028,0,354.0,216.9,,17Am05,,
250.81397917,44.57340278,2654,1,852.87,2390.35,27.23,0.028,0,1195.1,2390.4,,17Am05,,
250.855275,44.61625,2654,1,1433.06,1545.89,27.233,0.028,0,614.9,1545.9,,17Am05,,
250.84381667,44.463425,2654,1,1260.94,4528.08,27.238,0.028,0,787.1,4528.1,,17Am05,,
250.78929167,44.68986111,2654,1,521.86,113.98,27.245,0.028,0,1526.1,114.0,,17Am05,,
250.78815,44.69089722,2654,1,506.02,93.79,27.248,0.028,0,1542.0,93.8,,17Am05,,
250.76528333,44.55182778,2654,1,172.63,2818.11,27.248,0.028,-1,1875.4,2818.1,,17Am05,,
250.86092083,44.50121111,2654,1,1502.24,3790.59,27.251,0.028,0,545.8,3790.6,,17Am05,,
250.76542917,44.65934444,2654,1,185.95,716.81,27.262,0.028,0,1862.1,716.8,,17Am05,,
250.82024583,44.49202778,2654,1,933.9,3975.1,27.265,0.029,0,1114.1,3975.1,,17Am05,,
250.81090417,44.63357778,2654,1,816.01,1214.38,27.268,0.028,0,1232.0,1214.4,,17Am05,,
250.81162083,44.65250556,2654,1,828.13,843.34,27.268,0.028,0,1219.9,843.3,,17Am05,,
250.88504167,44.49211667,2654,1,1838.88,3964.0,27.272,0.029,0,209.1,3964.0,,17Am05,,
250.81757917,44.49138056,2654,1,896.53,3988.0,27.275,0.029,0,1151.5,3988.0,,17Am05,,
250.86752917,44.67507778,2654,1,1611.48,389.8,27.278,0.029,0,436.5,389.8,,17Am05,,
250.82146667,44.60387222,2654,1,960.19,1793.85,27.281,0.029,0,1087.8,1793.8,,17Am05,,
250.8882,44.585425,2654,1,1889.95,2142.99,27.286,0.029,0,158.1,2143.0,,17Am05,,
250.7762875,44.6401,2654,1,334.62,1092.28,27.288,0.029,0,1713.4,1092.3,,17Am05,,
250.83055,44.66295,2654,1,1093.44,635.02,27.289,0.029,0,954.6,635.0,,17Am05,,
250.84158333,44.64408056,2654,1,1245.14,1003.17,27.292,0.029,0,802.9,1003.2,,17Am05,,
250.87062083,44.50543333,2654,1,1638.02,3706.94,27.294,0.029,0,410.0,3706.9,,17Am05,,
250.78899583,44.62846667,2654,1,510.18,1317.92,27.297,0.029,0,1537.8,1317.9,,17Am05,,
250.85999167,44.48913611,2654,1,1488.54,4025.77,27.298,0.029,0,559.5,4025.8,,17Am05,,
250.789925,44.53310278,2654,1,514.13,3179.67,27.298,0.029,0,1533.9,3179.7,,17Am05,,
250.77680833,44.54621111,2654,1,332.6,2925.98,27.307,0.029,0,1715.4,2926.0,,17Am05,,
250.85944167,44.56238611,2654,1,1485.8,2598.23,27.325,0.03,0,562.2,2598.2,,17Am05,,
250.83185417,44.52893333,2654,1,1098.34,3254.98,27.335,0.03,-1,949.7,3255.0,,17Am05,,
250.8195625,44.54686667,2654,1,928.27,2907.14,27.336,0.03,0,1119.7,2907.1,,17Am05,,
250.81070833,44.62908889,2654,1,812.84,1302.25,27.34,0.03,0,1235.2,1302.2,,17Am05,,
250.8138,44.5228,2654,1,846.06,3376.96,27.34,0.03,0,1201.9,3377.0,,17Am05,,
250.79287083,44.49740833,2654,1,552.71,3873.96,27.345,0.03,0,1495.3,3874.0,,17Am05,,
250.82986667,44.57999167,2654,1,1074.81,2259.24,27.35,0.03,0,973.2,2259.2,,17Am05,,
250.79117917,44.48729722,2654,1,528.48,4070.73,27.353,0.03,0,1519.5,4070.7,,17Am05,,
250.85162917,44.67500833,2654,1,1388.98,394.35,27.362,0.03,0,659.0,394.4,,17Am05,,
250.86704167,44.58009167,2654,1,1593.87,2251.08,27.367,0.03,0,454.1,2251.1,,17Am05,,
250.79448333,44.58475278,2654,1,582.13,2171.74,27.372,0.031,0,1465.9,2171.7,,17Am05,,
250.7951,44.55054722,2654,1,587.83,2839.04,27.372,0.031,0,1460.2,2839.0,,17Am05,,
250.832925,44.52271667,2654,1,1112.75,3375.86,27.373,0.031,0,935.2,3375.9,,17Am05,,
250.77802917,44.46871667,2654,1,344.4,4433.36,27.375,0.031,0,1703.6,4433.4,,17Am05,,
250.83154167,44.68632778,2654,1,1110.2,175.75,27.38,0.031,0,937.8,175.8,,17Am05,,
250.75672083,44.58983611,2654,1,57.13,2077.95,27.38,0.031,0,1990.9,2077.9,,17Am05,,
250.787125,44.50810833,2654,1,473.51,3666.56,27.386,0.031,0,1574.5,3666.6,,17Am05,,
250.85602083,44.65571111,2654,1,1447.94,772.32,27.392,0.031,0,600.1,772.3,,17Am05,,
250.82384583,44.51631111,2654,1,985.78,3502.02,27.392,0.031,0,1062.2,3502.0,,17Am05,,
250.89077083,44.53118056,2654,1,1921.28,3201.97,27.394,0.031,0,126.7,3202.0,,17Am05,,
250.88067917,44.66567778,2654,1,1793.93,571.86,27.397,0.031,0,254.1,571.9,,17Am05,,
250.7981625,44.66722778,2654,1,642.25,556.89,27.399,0.031,0,1405.8,556.9,,17Am05,,
250.77810833,44.602375,2654,1,356.01,1829.92,27.402,0.031,0,1692.0,1829.9,,17Am05,,
250.85285,44.53010833,2654,1,1391.27,3228.86,27.403,0.031,0,656.7,3228.9,,17Am05,,
250.79560417,44.66744722,2654,1,606.88,552.98,27.406,0.031,0,1441.1,553.0,,17Am05,,
250.805975,44.64232778,2654,1,748.1,1043.84,27.414,0.031,0,1299.9,1043.8,,17Am05,,
250.76531667,44.66020833,2654,1,184.15,699.95,27.416,0.032,0,1863.8,700.0,,17Am05,,
250.82573333,44.51961667,2654,1,1012.3,3437.27,27.417,0.032,0,1035.7,3437.3,,17Am05,,
250.8793125,44.65213889,2654,1,1773.13,837.89,27.42,0.031,0,274.9,837.9,,17Am05,,
250.86932083,44.4905,2654,1,1618.79,3997.95,27.428,0.032,0,429.2,3997.9,,17Am05,,
250.831625,44.67633611,2654,1,1110.02,371.99,27.43,0.032,0,938.0,372.0,,17Am05,,
250.7832375,44.66517778,2654,1,434.23,599.59,27.431,0.032,0,1613.8,599.6,,17Am05,,
250.79938333,44.56626389,2654,1,648.55,2531.84,27.437,0.032,0,1399.4,2531.8,,17Am05,,
250.77314583,44.46729167,2654,1,276.24,4461.59,27.44,0.032,0,1771.8,4461.6,,17Am05,,
250.82561667,44.49493611,2654,1,1008.76,3917.76,27.443,0.032,0,1039.2,3917.8,,17Am05,,
250.77757083,44.52073889,2654,1,341.27,3422.02,27.444,0.032,0,1706.7,3422.0,,17Am05,,
250.7681625,44.55284722,2654,1,213.01,2797.85,27.444,0.032,0,1835.0,2797.9,,17Am05,,
250.79847083,44.63527778,2654,1,642.99,1183.15,27.446,0.032,0,1405.0,1183.2,,17Am05,,
250.76884583,44.49467778,2654,1,218.18,3929.94,27.447,0.033,0,1829.8,3929.9,,17Am05,,
250.8683125,44.55258333,2654,1,1609.01,2788.04,27.453,0.032,0,439.0,2788.0,,17Am05,,
250.76779167,44.65355833,2654,1,217.95,829.85,27.454,0.032,0,1830.1,829.8,,17Am05,,
250.78860833,44.48654167,2654,1,492.67,4085.77,27.454,0.033,0,1555.3,4085.8,,17Am05,,
250.84033333,44.57428333,2654,1,1220.27,2368.99,27.456,0.032,0,827.7,2369.0,,17Am05,,
250.8581875,44.46719722,2654,1,1462.19,4452.8,27.465,0.033,0,585.8,4452.8,,17Am05,,
250.8838875,44.65143611,2654,1,1836.83,850.79,27.473,0.033,0,211.2,850.8,,17Am05,,
250.82519583,44.65751667,2654,1,1018.07,742.6,27.474,0.033,0,1029.9,742.6,,17Am05,,
250.80400417,44.62708889,2654,1,718.96,1342.55,27.474,0.033,0,1329.0,1342.6,,17Am05,,
250.755875,44.47468333,2654,1,36.39,4319.98,27.477,0.033,0,2011.6,4320.0,,17Am05,,
250.8426125,44.49632778,2654,1,1245.96,3888.29,27.479,0.033,0,802.0,3888.3,,17Am05,,
250.85524167,44.54459167,2654,1,1425.95,2946.07,27.485,0.033,0,622.1,2946.1,,17Am05,,
250.75530417,44.55037222,2654,1,33.8,2847.66,27.487,0.033,0,2014.2,2847.7,,17Am05,,
250.84335833,44.63706667,2654,1,1269.1,1140.35,27.491,0.033,0,778.9,1140.3,,17Am05,,
250.7532875,44.52835,2654,1,3.92,3276.9,27.499,0.034,0,2044.1,3276.9,,17Am05,,
250.85590833,44.46334167,2654,1,1429.95,4528.04,27.499,0.034,0,618.1,4528.0,,17Am05,,
250.7987625,44.53250833,2654,1,637.0,3190.0,27.501,0.034,0,1411.0,3190.0,,17Am05,,
250.82949167,44.67554167,2654,1,1080.19,388.0,27.504,0.033,0,967.8,388.0,,17Am05,,
250.80927917,44.56058056,2654,1,786.23,2641.27,27.504,0.034,-1,1261.8,2641.3,,17Am05,,
250.898925,44.5771,2654,1,2039.35,2303.86,27.505,0.034,1,8.7,2303.9,,17Am05,,
250.78688333,44.58047222,2654,1,475.96,2256.42,27.513,0.034,0,1572.0,2256.4,,17Am05,,
250.81817917,44.47634167,2654,1,904.04,4280.29,27.513,0.034,-1,1144.0,4280.3,,17Am05,,
250.81533333,44.59798611,2654,1,873.89,1909.99,27.521,0.034,0,1174.1,1910.0,,17Am05,,
250.76899583,44.52819444,2654,1,222.43,3277.93,27.528,0.034,0,1825.6,3277.9,,17Am05,,
250.76108333,44.49243056,2654,1,109.69,3974.66,27.531,0.035,0,1938.3,3974.7,,17Am05,,
250.88741667,44.48608889,2654,1,1871.4,4081.04,27.532,0.034,0,176.6,4081.0,,17Am05,,
250.81014167,44.68181944,2654,1,811.27,268.29,27.533,0.034,0,1236.7,268.3,,17Am05,,
250.768,44.47362778,2654,1,205.11,4339.12,27.547,0.035,0,1842.9,4339.1,,17Am05,,
250.78478333,44.61551667,2654,1,450.18,1572.05,27.548,0.035,0,1597.8,1572.1,,17Am05,,
250.79907083,44.63017222,2654,1,650.78,1282.87,27.548,0.035,0,1397.2,1282.9,,17Am05,,
250.76084167,44.61529444,2654,1,116.72,1579.97,27.55,0.035,0,1931.3,1580.0,,17Am05,,
250.89847083,44.52381944,2654,1,2028.53,3344.17,27.55,0.035,0,19.5,3344.2,,17Am05,,
250.86323333,44.51150278,2654,1,1534.96,3589.87,27.551,0.035,0,513.0,3589.9,,17Am05,,
250.77697083,44.58036111,2654,1,337.89,2260.02,27.552,0.035,0,1710.1,2260.0,,17Am05,,
250.79394583,44.61206944,2654,1,577.27,1637.97,27.56,0.035,0,1470.7,1638.0,,17Am05,,
250.76889583,44.52691389,2654,1,220.81,3302.91,27.561,0.035,0,1827.2,3302.9,,17Am05,,
250.78515833,44.63968333,2654,1,458.19,1098.93,27.562,0.035,0,1589.8,1098.9,,17Am05,,
250.80688333,44.61581111,2654,1,758.08,1562.81,27.564,0.035,0,1289.9,1562.8,,17Am05,,
250.89352083,44.53535556,2654,1,1960.18,3120.0,27.566,0.035,0,87.8,3120.0,,17Am05,,
250.85771667,44.52963889,2654,1,1459.14,3237.28,27.567,0.035,0,588.9,3237.3,,17Am05,,
250.77049167,44.67275556,2654,1,257.94,452.99,27.568,0.035,0,1790.1,453.0,,17Am05,,
250.83354583,44.50031667,2654,1,1120.0,3811.97,27.569,0.035,0,928.0,3812.0,,17Am05,,
250.82221667,44.66626667,2654,1,977.63,571.51,27.572,0.035,0,1070.4,571.5,,17Am05,,
250.81054583,44.48335,2654,1,798.16,4145.04,27.576,0.036,0,1249.8,4145.0,,17Am05,,
250.84591667,44.5057,2654,1,1293.07,3705.42,27.578,0.036,0,754.9,3705.4,,17Am05,,
250.79939583,44.50932778,2654,1,644.46,3641.21,27.58,0.036,0,1403.5,3641.2,,17Am05,,
250.838625,44.58039444,2654,1,1197.2,2249.93,27.582,0.036,0,850.8,2249.9,,17Am05,,
250.76738333,44.46090833,2654,1,195.66,4586.24,27.583,0.036,0,1852.3,4586.2,,17Am05,,
250.88683333,44.51423056,2654,1,1865.07,3533.0,27.583,0.036,0,182.9,3533.0,,17Am05,,
250.86569167,44.67885,2654,1,1586.03,315.95,27.585,0.035,0,462.0,316.0,,17Am05,,
250.84464583,44.61951944,2654,1,1285.05,1483.81,27.591,0.036,0,762.9,1483.8,,17Am05,,
250.79656667,44.64095833,2654,1,617.0,1072.09,27.592,0.036,0,1431.0,1072.1,,17Am05,,
250.768475,44.66566944,2654,1,228.92,592.39,27.601,0.036,0,1819.1,592.4,,17Am05,,
250.78015833,44.663025,2654,1,391.36,642.3,27.601,0.036,0,1656.6,642.3,,17Am05,,
250.88139583,44.65149444,2654,1,1802.08,850.16,27.607,0.036,0,245.9,850.2,,17Am05,,
250.8041,44.66389722,2654,1,724.82,621.18,27.609,0.036,-1,1323.2,621.2,,17Am05,,
250.82022917,44.57719722,2654,1,940.06,2315.34,27.611,0.036,0,1107.9,2315.3,,17Am05,,
250.7547375,44.67543333,2654,1,38.95,403.04,27.619,0.036,0,2009.1,403.0,,17Am05,,
250.78953333,44.53394167,2654,1,508.87,3163.36,27.623,0.037,0,1539.1,3163.4,,17Am05,,
250.86409583,44.57239444,2654,1,1551.95,2401.93,27.628,0.037,0,496.1,2401.9,,17Am05,,
250.79620833,44.50951944,2654,1,599.94,3637.94,27.63,0.037,0,1448.1,3637.9,,17Am05,,
250.80642917,44.46773056,2654,1,739.79,4449.17,27.64,0.037,0,1308.2,4449.2,,17Am05,,
250.85763333,44.48210556,2654,1,1454.95,4162.96,27.641,0.037,0,593.1,4163.0,,17Am05,,
250.81883333,44.68551667,2654,1,932.89,194.04,27.645,0.037,0,1115.1,194.0,,17Am05,,
250.7877125,44.61303333,2654,1,490.62,1620.13,27.646,0.037,0,1557.4,1620.1,,17Am05,,
250.85165833,44.58995556,2654,1,1380.0,2060.91,27.648,0.037,0,668.0,2060.9,,17Am05,,
250.86992083,44.544075,2654,1,1630.84,2953.85,27.649,0.037,0,417.2,2953.9,,17Am05,,
250.75229583,44.65971389,2654,1,3.19,711.66,27.652,0.037,1,2044.8,711.7,,17Am05,,
250.7946125,44.54038333,2654,1,580.15,3037.2,27.654,0.038,0,1467.8,3037.2,,17Am05,,
250.8397125,44.63242222,2654,1,1217.48,1231.95,27.654,0.037,0,830.5,1231.9,,17Am05,,
250.81970833,44.60766389,2654,1,935.82,1719.99,27.657,0.037,0,1112.2,1720.0,,17Am05,,
250.76645417,44.63247778,2654,1,196.88,1242.9,27.663,0.038,0,1851.1,1242.9,,17Am05,,
250.76079167,44.59404444,2654,1,114.16,1995.18,27.664,0.038,0,1933.8,1995.2,,17Am05,,
250.8786625,44.52568889,2654,1,1751.65,3311.03,27.665,0.038,0,296.3,3311.0,,17Am05,,
250.8465,44.48506944,2654,1,1299.83,4106.76,27.667,0.038,0,748.2,4106.8,,17Am05,,
250.84033333,44.64548611,2654,1,1227.77,975.81,27.672,0.038,0,820.2,975.8,,17Am05,,
250.76695833,44.61981389,2654,1,202.72,1490.64,27.676,0.038,0,1845.3,1490.6,,17Am05,,
250.88683333,44.60547778,2654,1,1872.86,1750.98,27.68,0.038,0,175.1,1751.0,,17Am05,,
250.78515833,44.66264444,2654,1,460.92,648.96,27.68,0.038,0,1587.1,649.0,,17Am05,,
250.8687,44.60518611,2654,1,1619.26,1760.03,27.681,0.038,0,428.7,1760.0,,17Am05,,
250.82838333,44.51529444,2654,1,1048.96,3521.12,27.681,0.038,0,999.0,3521.1,,17Am05,,
250.77330833,44.69371111,2654,1,299.83,41.09,27.682,0.038,0,1748.2,41.1,,17Am05,,
250.82407083,44.59678889,2654,1,995.66,1931.93,27.683,0.038,0,1052.3,1931.9,,17Am05,,
250.772525,44.56213889,2654,1,274.26,2616.09,27.683,0.038,0,1773.7,2616.1,,17Am05,,
250.8095875,44.66104722,2654,1,801.0,676.08,27.686,0.038,0,1247.0,676.1,,17Am05,,
250.81817917,44.69124444,2654,1,924.51,81.6,27.688,0.038,0,1123.5,81.6,,17Am05,,
250.79602917,44.63030833,2654,1,608.17,1280.73,27.705,0.039,0,1439.8,1280.7,,17Am05,,
250.75615417,44.54404444,2654,1,45.05,2970.87,27.706,0.039,0,2002.9,2970.9,,17Am05,,
250.7573875,44.572475,2654,1,64.61,2416.59,27.707,0.039,0,1983.4,2416.6,,17Am05,,
250.77825417,44.49354722,2654,1,348.92,3950.81,27.709,0.039,0,1699.1,3950.8,,17Am05,,
250.8876625,44.57720556,2654,1,1881.54,2303.78,27.709,0.039,1,166.5,2303.8,,17Am05,,
250.773225,44.47186944,2654,1,277.64,4372.69,27.712,0.039,0,1770.4,4372.7,,17Am05,,
250.89247917,44.54053889,2654,1,1946.06,3019.11,27.714,0.039,0,101.9,3019.1,,17Am05,,
250.8383125,44.63265278,2654,1,1198.06,1227.71,27.714,0.039,0,849.9,1227.7,,17Am05,,
250.855875,44.53311111,2654,1,1433.83,3169.85,27.715,0.039,0,614.2,3169.9,,17Am05,,
250.89445,44.51914444,2654,1,1972.02,3436.03,27.717,0.039,0,76.0,3436.0,,17Am05,,
250.78499167,44.51400556,2654,1,444.24,3552.04,27.718,0.039,0,1603.8,3552.0,,17Am05,,
250.83602083,44.47916111,2654,1,1153.07,4223.11,27.726,0.04,0,894.9,4223.1,,17Am05,,
250.766925,44.666375,2654,1,207.34,578.77,27.727,0.039,0,1840.7,578.8,,17Am05,,
250.8206375,44.69282222,2654,1,959.02,50.14,27.727,0.039,0,1089.0,50.1,,17Am05,,
250.85698333,44.65678889,2654,1,1461.81,751.01,27.728,0.039,0,586.2,751.0,,17Am05,,
250.80075,44.50779167,2654,1,663.0,3670.94,27.732,0.04,0,1385.0,3670.9,,17Am05,,
250.86657083,44.63073333,2654,1,1592.27,1260.16,27.733,0.039,0,455.7,1260.2,,17Am05,,
250.77055833,44.52696667,2654,1,244.01,3301.67,27.735,0.04,0,1804.0,3301.7,,17Am05,,
250.7901375,44.48543333,2654,1,513.91,4107.12,27.738,0.04,0,1534.1,4107.1,,17Am05,,
250.8592625,44.60036111,2654,1,1487.1,1856.11,27.74,0.04,0,560.9,1856.1,,17Am05,,
250.77081667,44.56974444,2654,1,251.36,2468.06,27.741,0.04,0,1796.6,2468.1,,17Am05,,
250.8458,44.49688889,2654,1,1290.61,3877.01,27.741,0.04,0,757.4,3877.0,,17Am05,,
250.88532083,44.48135,2654,1,1842.11,4173.59,27.743,0.04,0,205.9,4173.6,,17Am05,,
250.8618,44.60568889,2654,1,1523.13,1751.41,27.745,0.04,0,524.9,1751.4,,17Am05,,
250.76705833,44.52568889,2654,1,195.25,3326.89,27.753,0.04,0,1852.8,3326.9,,17Am05,,
250.76116667,44.46336667,2654,1,109.11,4539.13,27.753,0.041,0,1938.9,4539.1,,17Am05,,
250.89265833,44.57477778,2654,1,1951.23,2350.35,27.755,0.04,0,96.8,2350.4,,17Am05,,
250.830125,44.58131944,2654,1,1078.75,2233.23,27.761,0.04,0,969.2,2233.2,,17Am05,,
250.8369625,44.60153333,2654,1,1176.02,1837.11,27.766,0.041,0,872.0,1837.1,,17Am05,,
250.84287083,44.66013333,2654,1,1265.02,687.93,27.768,0.04,0,783.0,687.9,,17Am05,,
250.8026375,44.469925,2654,1,686.98,4406.96,27.774,0.041,0,1361.0,4407.0,,17Am05,,
250.89824167,44.62001667,2654,1,2034.16,1463.96,27.776,0.041,0,13.8,1464.0,,17Am05,,
250.75735833,44.55227778,2654,1,62.46,2810.35,27.78,0.041,0,1985.5,2810.4,,17Am05,,
250.80229583,44.58083889,2654,1,690.61,2247.0,27.783,0.041,-1,1357.4,2247.0,,17Am05,,
250.81243333,44.62706944,2654,1,836.6,1341.45,27.786,0.041,0,1211.4,1341.4,,17Am05,,
250.80364583,44.48797778,2654,1,702.09,4055.95,27.787,0.041,0,1345.9,4055.9,,17Am05,,
250.76512083,44.57378056,2654,1,172.28,2390.11,27.793,0.042,0,1875.7,2390.1,,17Am05,,
250.88671667,44.57726944,2654,1,1868.55,2302.76,27.795,0.041,1,179.4,2302.8,,17Am05,,
250.82055833,44.59261667,2654,1,946.1,2014.05,27.798,0.042,0,1101.9,2014.1,,17Am05,,
250.8848,44.48254444,2654,1,1834.91,4150.4,27.801,0.042,0,213.1,4150.4,,17Am05,,
250.7919125,44.46196667,2654,1,537.34,4562.86,27.805,0.042,0,1510.7,4562.9,,17Am05,,
250.81806667,44.48996667,2654,1,903.3,4015.43,27.808,0.042,0,1144.7,4015.4,,17Am05,,
250.79365417,44.53936944,2654,1,566.75,3057.09,27.811,0.042,0,1481.2,3057.1,,17Am05,,
250.80703333,44.62473056,2654,1,760.95,1388.13,27.818,0.042,0,1287.1,1388.1,,17Am05,,
250.791,44.62083333,2654,1,537.49,1467.05,27.819,0.042,0,1510.5,1467.1,,17Am05,,
250.7936375,44.63838056,2654,1,575.98,1123.06,27.827,0.042,0,1472.0,1123.1,,17Am05,,
250.799675,44.52421389,2654,1,649.32,3351.37,27.829,0.043,1,1398.7,3351.4,,17Am05,,
250.89464583,44.46516944,2654,1,1971.65,4487.04,27.832,0.043,0,76.3,4487.0,,17Am05,,
250.82988333,44.51414444,2654,1,1069.84,3543.2,27.834,0.043,0,978.2,3543.2,,17Am05,,
250.81759583,44.59089444,2654,1,904.8,2048.24,27.836,0.043,0,1143.2,2048.2,,17Am05,,
250.839875,44.62,2654,1,1218.38,1475.14,27.836,0.043,0,829.6,1475.1,,17Am05,,
250.817075,44.67776944,2654,1,907.48,346.57,27.839,0.043,0,1140.5,346.6,,17Am05,,
250.89366667,44.582375,2654,1,1966.08,2201.73,27.841,0.043,1,81.9,2201.7,,17Am05,,
250.85423333,44.68243611,2654,1,1426.6,247.77,27.845,0.043,0,621.4,247.8,,17Am05,,
250.87320833,44.47849722,2654,1,1672.74,4230.87,27.854,0.043,0,375.3,4230.9,,17Am05,,
250.79448333,44.63183889,2654,1,587.03,1251.0,27.857,0.043,0,1461.0,1251.0,,17Am05,,
250.86964583,44.61176667,2654,1,1633.31,1630.99,27.858,0.043,0,414.7,1631.0,,17Am05,,
250.86735,44.67049444,2654,1,1608.21,479.87,27.858,0.043,0,439.8,479.9,,17Am05,,
250.79107917,44.4975,2654,1,527.98,3872.39,27.861,0.044,0,1520.0,3872.4,,17Am05,,
250.87008333,44.54193056,2654,1,1632.96,2995.57,27.861,0.044,0,415.0,2995.6,,17Am05,,
250.82695417,44.66191389,2654,1,1043.38,656.06,27.865,0.043,0,1004.6,656.1,,17Am05,,
250.78310417,44.67713889,2654,1,434.21,364.87,27.865,0.043,0,1613.8,364.9,,17Am05,,
250.84279167,44.62596389,2654,1,1259.83,1357.92,27.866,0.044,0,788.2,1357.9,,17Am05,,
250.84298333,44.63768611,2654,1,1263.84,1128.25,27.868,0.044,0,784.2,1128.2,,17Am05,,
250.87423333,44.48911389,2654,1,1687.44,4024.08,27.87,0.044,0,360.6,4024.1,,17Am05,,
250.83380417,44.500525,2654,1,1123.45,3807.87,27.871,0.044,0,924.6,3807.9,,17Am05,,
250.7806,44.64201389,2654,1,394.93,1054.05,27.872,0.044,0,1653.1,1054.1,,17Am05,,
250.8952625,44.68399444,2654,1,2000.43,208.82,27.872,0.043,0,47.6,208.8,,17Am05,,
250.75577917,44.64865,2654,1,50.13,927.96,27.875,0.044,0,1997.9,928.0,,17Am05,,
250.87722917,44.55010556,2654,1,1733.65,2834.92,27.875,0.044,0,314.3,2834.9,,17Am05,,
250.80735833,44.55853333,2654,1,759.02,2681.51,27.876,0.044,0,1289.0,2681.5,,17Am05,,
250.79142083,44.66076389,2654,1,547.82,684.8,27.882,0.044,0,1500.2,684.8,,17Am05,,
250.826675,44.67145,2654,1,1040.4,468.95,27.882,0.044,0,1007.6,469.0,,17Am05,,
250.89858333,44.58253889,2654,1,2034.89,2197.55,27.883,0.044,0,13.1,2197.6,,17Am05,,
250.77363333,44.64926667,2654,1,298.8,913.02,27.888,0.044,0,1749.2,913.0,,17Am05,,
250.76866667,44.64197778,2654,1,228.76,1056.6,27.888,0.044,-1,1819.2,1056.6,,17Am05,,
250.85660833,44.58305,2654,1,1448.38,2195.04,27.893,0.045,0,599.6,2195.0,,17Am05,,
250.83779167,44.63580833,2654,1,1191.18,1165.98,27.893,0.044,0,856.8,1166.0,,17Am05,,
250.856525,44.60850278,2654,1,1449.79,1697.35,27.906,0.045,0,598.2,1697.3,,17Am05,,
250.890625,44.51085833,2654,1,1917.97,3598.1,27.91,0.045,0,130.0,3598.1,,17Am05,,
250.79475833,44.64259444,2654,1,592.07,1040.31,27.912,0.045,0,1455.9,1040.3,,17Am05,,
250.88037083,44.489075,2654,1,1772.99,4023.91,27.918,0.046,0,275.0,4023.9,,17Am05,,
250.88769583,44.6299,2654,1,1887.76,1272.36,27.921,0.045,0,160.2,1272.4,,17Am05,,
250.87008333,44.54336389,2654,1,1633.08,2967.65,27.922,0.046,0,414.9,2967.6,,17Am05,,
250.7862,44.48304167,2654,1,458.97,4154.05,27.929,0.046,0,1589.0,4154.0,,17Am05,,
250.8133625,44.58344167,2654,1,845.05,2194.43,27.932,0.046,0,1202.9,2194.4,,17Am05,,
250.82099583,44.52156667,2654,1,946.15,3400.03,27.932,0.046,0,1101.8,3400.0,,17Am05,,
250.8417,44.67814722,2654,1,1250.94,334.59,27.933,0.046,-1,797.1,334.6,,17Am05,,
250.83683333,44.46863611,2654,1,1163.95,4427.73,27.935,0.046,0,884.1,4427.7,,17Am05,,
250.82254167,44.67296944,2654,1,983.06,439.82,27.941,0.046,0,1064.9,439.8,,17Am05,,
250.83405,44.68527222,2654,1,1145.13,196.02,27.944,0.046,0,902.9,196.0,,17Am05,,
250.842625,44.6717,2654,1,1263.06,461.0,27.948,0.046,0,784.9,461.0,,17Am05,,
250.8630875,44.608775,2654,1,1541.39,1690.79,27.95,0.046,0,506.6,1690.8,,17Am05,,
250.89243333,44.66405278,2654,1,1958.02,601.31,27.957,0.046,-1,90.0,601.3,,17Am05,,
250.84529583,44.55928889,2654,1,1288.33,2660.95,27.958,0.047,0,759.7,2660.9,,17Am05,,
250.86666667,44.63680556,2654,1,1594.5,1141.01,27.96,0.047,-1,453.5,1141.0,,17Am05,,
250.8480125,44.48635556,2654,1,1320.89,4081.55,27.96,0.047,0,727.1,4081.6,,17Am05,,
250.76453333,44.54480833,2654,1,161.78,2954.98,27.961,0.047,0,1886.2,2955.0,,17Am05,,
250.86941667,44.47003056,2654,1,1619.23,4396.1,27.961,0.047,0,428.8,4396.1,,17Am05,,
250.78344583,44.67185833,2654,1,438.1,468.46,27.965,0.047,0,1609.9,468.5,,17Am05,,
250.81727083,44.48616389,2654,1,892.03,4089.48,27.968,0.047,0,1156.0,4089.5,,17Am05,,
250.86194583,44.45965833,2654,1,1514.13,4598.86,27.968,0.047,0,533.9,4598.9,,17Am05,,
250.79072083,44.66060833,2654,1,537.91,688.0,27.975,0.047,0,1510.1,688.0,,17Am05,,
250.78196667,44.67611944,2654,1,418.1,385.09,27.976,0.047,0,1629.9,385.1,,17Am05,,
250.83335,44.48613333,2654,1,1116.1,4087.93,27.976,0.048,0,931.9,4087.9,,17Am05,,
